N,P,K,temperature,humidity,ph,rainfall,wind_speed,soil_moisture,crop_type,yield_index
95.0,21.0,49.0,27.6,93.8,6.28,23.0,15.2,44.5,muskmelon,95.3
45.0,75.0,64.0,17.5,17.5,7.34,83.6,3.4,70.8,chickpea,90.2
21.0,15.0,11.0,25.9,90.4,7.2,137.0,9.6,48.2,orange,96.9
49.0,47.0,42.0,34.6,88.1,6.6,129.0,16.2,40.4,papaya,94.9
106.0,83.0,53.0,26.7,81.9,6.06,118.9,14.3,28.7,banana,96.2
9.0,33.0,14.0,23.0,44.5,7.8,75.9,10.8,55.0,mothbeans,72.8
30.0,145,109.0,18.1,88.5,5.48,10,15.1,52.9,grapes,61.1
124.0,119.0,5,8.8,97.0,3.72,299.1,2,48.0,mango,19.3
62.0,31.0,26.0,31.0,40.1,7.65,300,2,48.6,coffee,51.4
14.0,28.0,45.0,21.5,100,6.29,300,10.0,32.0,coconut,54.9
118.0,11.0,194.0,8.4,16.7,4.49,276.1,5.5,30.5,mothbeans,14.6
46.0,58.0,76.0,18.6,15.7,7.55,68.0,7.4,63.9,chickpea,96.4
38.0,73.0,77.0,19.7,14.7,6.99,75.9,9.4,38.9,chickpea,94.8
84.0,32.0,26.0,29.7,63.1,5.71,178.0,16.3,65.6,cotton,51.6
53.0,22.0,51.0,21.7,68.9,5.17,96.5,20.8,77.7,watermelon,46.7
27.0,85.0,24.0,14.2,14,7.07,185.7,19.3,53.0,kidneybeans,67.2
9.0,115.0,10.0,15.2,14,4.77,10,10.3,45.3,kidneybeans,58.3
27.0,129.0,172.0,22.7,82.6,5.95,77.4,11.0,56.4,grapes,95.3
22.0,43.0,17.0,28.6,84.0,6.67,47.5,11.7,68.1,mungbean,95.7
118.0,5,5,8.0,92.8,3.73,31.9,14.3,50.5,jute,26.5
20.0,18.0,10.0,24.3,92.7,7.04,112.7,12.4,44.4,orange,92.2
76.0,44.0,27.0,25.1,60.0,6.39,78.6,12.0,37.0,maize,96.2
12.0,32.0,27.0,38.0,35.7,6.78,45.3,10.0,55.5,mango,66.8
68.0,22.0,42.0,18.5,75.0,7.37,27.0,4.1,66.5,watermelon,65.3
18.0,19.0,32.0,31.3,52.5,6.02,119.9,5.0,26.4,mango,93.2
10.0,11.0,56.0,16.8,100,5.29,45.1,18.8,32.4,pomegranate,62.7
30.0,120.0,194.0,20.4,90.0,5.93,102.1,11.0,76.5,apple,89.1
38.0,80.0,74.0,19.1,15.9,7.25,84.5,15.2,51.0,chickpea,97.5
30.0,87.0,205,28.0,92.9,5.19,27.0,12.0,57.5,grapes,57.3
68.0,46.0,35.0,24.4,76.8,6.93,163.6,18.5,44.4,jute,93.2
32.0,145,133.0,20.5,100,6.61,215.8,13.0,49.1,apple,63.4
51.0,73.0,83.0,17.9,16.5,7.37,92.7,12.9,40.8,chickpea,98
80.0,49.0,49.0,24.3,77.2,6.67,170.4,12.6,75.4,jute,92.3
4.0,66.0,24.0,19.4,71.1,5.77,103.2,17.0,36.6,mungbean,37.8
0,105.0,192.0,8.2,94.5,8.32,290.1,10.6,36.2,lentil,21.2
5.0,10.0,18.0,24.5,68.3,7.2,10,12.4,59.9,mungbean,51.2
140,36.0,13.0,23.2,93.7,6.26,124.1,4.6,54.4,cotton,77.3
24.0,127.0,205,24.6,79.8,6.1,60.0,10.3,65.6,grapes,91.8
139.0,5,5,8,94.0,3.94,31.8,12.6,62.3,watermelon,40.6
140,44.0,73.0,30.1,99.9,6.37,61.3,9.3,36.0,banana,58.3
37.0,52.0,18.0,40.0,18.3,4.08,10,2,32.2,chickpea,54.0
28.0,133.0,172.0,44,99.6,8.42,263.1,14.0,38.8,coconut,41.3
39.0,63.0,19.0,30.6,66.1,6.98,64.3,10.5,49.0,blackgram,94.2
105.0,24.0,34.0,25.7,58.4,6.62,141.7,7.4,61.9,coffee,93.5
13.0,114.0,189.0,9.4,100,8.37,20.7,10.8,58.4,lentil,34.3
24.0,130.0,183.0,21.2,94.3,6.01,113.6,13.2,46.9,apple,93.0
0,89.0,7.0,32.8,63.7,6.08,195.1,13.5,35.1,pigeonpeas,57.4
0,9.0,15.0,40.0,100,4.31,298.3,4.4,51.8,kidneybeans,29.3
61.0,42.0,61.0,22.1,31.8,6.6,44.5,8.2,43.0,chickpea,62.8
85.0,44.0,33.0,24.4,81.5,6.59,167.2,9.1,29.6,jute,97.2
46.0,6.0,205,42.1,99.7,3.93,10,11.8,67.3,papaya,39.2
125.0,7.0,21.0,34.9,73.0,7.55,10,17.5,55.1,muskmelon,42.3
121.0,5,205,38.3,15.3,3.68,300,17.6,50.1,maize,25.1
21.0,52.0,18.0,29.5,55.8,7.0,55.3,5.7,40.5,mothbeans,93.7
13.0,5,8.0,32.0,83.0,4.87,69.8,14.9,44.8,coconut,36.1
121.0,94.0,8.0,10.0,15.0,4.14,244.7,19.2,44.7,mungbean,27.0
120.0,27.0,62.0,17.4,64.1,7.86,300,19.7,33.5,jute,29.8
125.0,5,205,42.2,100,4.3,259.3,8.8,39.7,rice,38.3
140,97.0,41.0,30.9,93.1,4.97,37.7,13.8,63.1,banana,61.6
4.0,145,198.0,8,14,8.47,275.6,14.0,51.4,watermelon,21.9
21.0,15.0,33.0,27.2,93.8,5.88,153.8,24.1,55.9,coconut,94.4
19.0,81.0,23.0,24.7,62.4,7.03,44.1,3.1,38.1,lentil,93.5
26.0,105.0,205,39.9,14,3.86,10,11.4,55.3,mungbean,35.1
109.0,132.0,202.0,42.6,19.7,8.51,247.1,16.8,79.3,pomegranate,19.3
140.0,35.0,58.0,23.7,100,7.27,41.7,13.9,41.0,muskmelon,52.6
2.0,18.0,178.0,14.2,100,8.4,10,7.7,40.1,grapes,29.5
72.0,45.0,54.0,29.4,77.0,7.96,84.7,10.4,55.9,coffee,36.8
17.0,32.0,5,12.0,100,4.41,300,7.9,62.8,apple,36.5
32.0,81.0,40.0,20.9,37.9,5.96,126.4,19.3,33.3,kidneybeans,68.2
79.0,47.0,39.0,24.2,81.8,6.1,241.8,10.7,46.7,rice,95.2
140,5.0,28.0,27.5,46.3,7.25,300,16.3,54.8,coffee,55.7
31.0,70.0,21.0,28.7,83.2,5.95,160.3,12.7,43.7,maize,72.6
140.0,28.0,151.0,8.3,18.2,3.97,40.7,7.3,62.9,grapes,35.6
25.0,59.0,19.0,27.3,51.6,6.87,68.2,13.3,52.6,mothbeans,93.1
122.0,99.0,12.0,18.7,86.6,5.18,170.1,8.8,52.3,maize,55.3
18.0,90.0,54.0,22.8,29.9,6.33,155.7,2,56.4,chickpea,51.4
21.0,117.0,27.0,11.8,14,8.46,20.0,19.4,57.6,mungbean,45.7
121.0,23.0,5,44,19.6,8.07,17.5,13.3,42.7,kidneybeans,34.5
16.0,61.0,15.0,24.5,60.5,7.14,36.0,3.9,32.9,lentil,95.3
89.0,23.0,27.0,25.6,58.5,6.55,162.9,7.9,44.4,coffee,97.6
36.0,74.0,21.0,31.2,65.7,7.38,90.7,11.1,51.0,blackgram,96.1
18.0,11.0,7.0,16.4,67.4,6.01,179.9,8.2,34.2,orange,58.3
37.0,101.0,203.0,39.3,93.5,3.53,10,6.7,60.5,coffee,18.0
88.0,43.0,15.0,23.1,65.2,6.23,77.9,7.5,25.1,maize,94.7
117.0,59.0,5.0,18.9,47.1,6.21,53.9,14.7,45.2,maize,79.0
103.0,82.0,194.0,40.1,19.9,3.79,14.1,12.3,43.9,banana,41.6
129.0,6.0,205,42.6,93.5,4.6,37.3,10.9,32.6,apple,43.2
101.0,19.0,56.0,30.6,92.8,6.46,25.7,2.5,60.5,muskmelon,92.5
46.0,12.0,11.0,15.7,100,5.91,178.1,6.9,64.2,orange,50.4
15.0,89.0,31.0,19.7,56.9,8.04,86.0,4.7,71.0,lentil,59.9
82.0,58.0,15.0,23.8,64.9,6.38,72.2,14.4,59.5,maize,95.0
97.0,145,205,11.9,95.0,4.4,286.8,15.4,35.8,coconut,33.3
17.0,15.0,29.0,26.9,95.1,5.72,162.4,10.3,36.9,coconut,95.3
40.0,33.0,17.0,31.6,75.6,5.54,70.2,7.0,26.5,pomegranate,39.5
22.0,49.0,22.0,28.7,54.4,7.09,51.3,10.5,59.8,mothbeans,95.2
43.0,145,205,41.7,23.1,8.62,249.9,6.1,61.7,mungbean,19.3
138.0,143.0,40.0,40.0,84.2,4.52,265.5,5.2,61.6,coffee,31.5
65.0,49.0,19.0,22.6,64.4,6.38,74.7,14.1,74.5,maize,92.6
95.0,21.0,32.0,26.9,53.9,6.86,140.6,8.6,45.2,coffee,93.3
126.0,113.0,188.0,40.7,98.7,8.48,267.7,16.5,26.0,blackgram,21.3
19.0,16.0,5,30.6,37.8,7.9,97.6,12.1,43.2,mothbeans,50.2
14.0,46.0,28.0,35.1,44.5,4.97,224.1,18.2,32.6,pigeonpeas,71.0
18.0,44.0,20.0,29.5,85.0,6.76,43.5,5.4,51.0,mungbean,94.0
140,15.0,18.0,30.6,100,7.4,27.5,11.6,62.2,watermelon,53.2
13.0,54.0,20.0,28.2,48.2,6.96,45.1,25.0,84.9,mothbeans,94.3
0,145,198.0,39.5,24.0,3.56,284.1,14.8,34.9,cotton,16.8
103.0,25.0,27.0,24.2,58.4,6.84,191.8,5.5,39.4,coffee,95.1
49.0,46.0,47.0,32.7,89.2,6.7,148.8,9.0,45.7,papaya,95.6
75.0,46.0,31.0,22.9,81.0,6.48,256.9,11.9,53.9,rice,95.3
36.0,144.0,197.0,9.2,90.8,8.54,271.8,11.0,80.3,mothbeans,23.8
22.0,17.0,41.0,23.9,62.5,5.0,209.0,12.7,67.2,mango,55.5
18.0,49.0,23.0,28.3,55.5,6.83,61.5,15.7,42.2,mothbeans,98
85.0,42.0,38.0,24.3,81.4,6.74,181.4,4.8,35.4,jute,95.3
129.0,10.0,185.0,41.1,14,8.43,264.4,16.4,55.7,chickpea,36.8
72.0,42.0,45.0,24.4,80.1,6.61,164.8,12.0,43.5,jute,92.7
51.0,52.0,42.0,33.2,90.2,6.71,133.9,21.4,48.3,papaya,91.2
125.0,117.0,202.0,41.1,14.2,8.22,45.4,7.4,51.7,blackgram,30.3
25.0,42.0,16.0,28.2,51.3,6.74,46.2,6.1,57.2,mothbeans,95.4
25.0,128.0,5,44,18.2,8.16,253.4,20.4,66.3,mungbean,30.0
138.0,5,5,8.3,93.8,9.26,29.8,2,60.4,apple,33.7
9.0,5,5,19.9,100,5.81,52.2,12.9,46.5,orange,51.2
24.0,12.0,5.0,24.8,93.4,6.7,117.0,11.5,51.1,orange,94.0
19.0,21.0,7.0,32.5,80.8,7.04,93.3,9.4,72.6,coconut,51.7
15.0,69.0,25.0,18.1,22.4,5.62,102.6,10.9,55.3,kidneybeans,93.2
40.0,57.0,54.0,32.9,92.1,6.9,158.6,7.9,30.7,papaya,95.9
0,18.0,205,8,100,8.17,273.2,13.9,65.1,mothbeans,22.0
17.0,77.0,38.0,23.4,67.5,5.87,10,8.2,24.8,mungbean,43.4
126.0,46.0,22.0,25.6,80.8,6.89,81.0,11.2,62.5,cotton,97.9
18.0,120.0,205,13.8,81.8,6.45,30.2,11.8,57.8,apple,61.3
0,5,205,42.5,98.8,4.24,23.7,12.3,70.3,kidneybeans,20.7
140,124.0,5,42.2,14.1,8.83,15.7,12.9,47.5,blackgram,22.8
21.0,68.0,20.0,19.2,24.8,6.02,145.3,12.6,52.9,kidneybeans,94.9
85.0,16.0,55.0,28.5,93.4,6.27,25.0,12.7,57.8,muskmelon,97.7
7.0,119.0,168.0,44,100,8.61,10,11.6,44.7,mothbeans,19.4
28.0,91.0,23.0,17.3,73.4,5.71,20.5,13.0,52.5,lentil,57.7
19.0,125.0,16.0,8,91.1,8.45,10.8,18.6,55.1,cotton,39.2
94.0,19.0,56.0,24.2,83.3,6.46,47.9,12.1,58.8,watermelon,96.4
30.0,90.0,38.0,29.2,69.2,7.61,116.8,12.6,43.6,jute,59.8
16.0,69.0,17.0,23.9,62.5,6.87,41.1,6.7,44.9,lentil,94.3
1.0,21.0,16.0,19.7,100,6.4,188.3,24.3,69.7,orange,58.8
16.0,23.0,40.0,20.3,88.3,5.95,90.7,14.8,60.1,pomegranate,93.5
108.0,35.0,27.0,26.4,60.9,6.73,156.0,15.3,59.6,coffee,96.0
140,145,5,41.4,99.6,8.57,300,12.7,49.6,kidneybeans,22.0
3.0,24.0,7.0,20.6,80.9,7.57,184.3,14.4,58.9,orange,57.1
50.0,59.0,51.0,34.8,93.6,6.93,154.7,19.6,48.6,papaya,92.0
25.0,64.0,5.0,32.3,100,7.17,48.6,3.9,49.7,mungbean,71.5
30.0,5,12.0,27.8,100,7.86,71.6,19.9,48.4,orange,62.6
36.0,76.0,82.0,18.0,18.2,7.54,82.6,10.7,64.0,chickpea,97.5
40.0,64.0,15.0,16.2,51.4,7.95,152.2,12.6,78.7,maize,65.9
0,136.0,8.0,9.6,92.5,8.82,282.4,5.1,32.9,grapes,36.6
36.0,88.0,139.0,21.5,100,6.32,10,14.4,45.2,apple,57.3
89.0,48.0,36.0,25.1,79.2,6.6,162.1,20.8,44.7,jute,93.5
130.0,7.0,5,12.3,98.2,8.2,275.5,11.5,58.6,banana,29.9
22.0,71.0,19.0,28.6,50.1,5.7,144.4,17.9,66.6,pigeonpeas,94.1
122.0,63.0,15.0,24.2,81.6,6.68,64.7,20.4,68.0,cotton,87.6
40.0,60.0,53.0,18.0,97.3,7.13,284.8,20.1,38.0,jute,51.8
28.0,50.0,18.0,33.7,50.1,7.52,21.0,17.1,40.7,blackgram,74.3
72.0,36.0,46.0,24.3,80.7,6.67,153.3,15.7,46.5,jute,96.8
27.0,131.0,200.0,23.9,79.8,6.11,72.4,9.6,45.0,grapes,96.2
129.0,10.0,54.0,40.0,91.9,3.5,14.4,14.0,55.5,cotton,39.8
18.0,63.0,25.0,18.0,23.9,5.73,103.3,8.3,72.8,kidneybeans,95.8
22.0,66.0,22.0,27.5,47.5,5.87,169.3,2.2,63.2,pigeonpeas,94.4
21.0,13.0,14.0,21.7,92.0,7.22,97.0,14.9,47.7,orange,91.6
41.0,5,11.0,19.9,100,7.57,179.1,17.1,70.4,orange,55.0
106.0,42.0,23.0,23.5,79.7,7.03,83.8,18.5,44.4,cotton,93.0
36.0,145,131.0,26.3,72.9,5.54,89.0,17.4,45.5,grapes,72.7
28.0,52.0,36.0,32.9,81.5,7.67,10,8.2,61.6,lentil,48.5
4.0,145,205,31.6,92.2,7.2,123.8,10.6,56.0,grapes,44.8
70.0,27.0,89.0,36.8,100,7.78,256.8,16.6,57.4,papaya,46.6
21.0,25.0,39.0,28.6,48.7,6.16,99.8,3.2,49.9,mango,93.4
82.0,69.0,53.0,26.0,81.5,6.16,107.4,6.5,66.6,banana,96.4
109.0,13.0,9.0,27.3,48.3,5.46,167.9,13.0,53.0,maize,62.7
67.0,46.0,85.0,21.2,63.7,6.58,17.4,10.0,62.6,banana,41.4
29.0,53.0,77.0,19.0,17.3,7.13,86.8,9.6,40.7,chickpea,93.3
84.0,39.0,38.0,24.1,83.5,6.35,242.6,13.2,61.7,rice,92.8
50.0,54.0,77.0,17.8,17.6,7.37,82.5,8.6,22.1,chickpea,92.0
14.0,61.0,18.0,18.8,23.6,5.56,105.0,19.9,32.9,kidneybeans,91.8
8.0,18.0,5,43.0,18.8,4.11,33.1,11.7,26.3,mango,32.8
71.0,46.0,36.0,25.4,80.5,6.65,184.5,10.7,63.8,jute,92.6
41.0,76.0,21.0,28.1,69.8,7.14,66.3,18.6,37.9,blackgram,98
123.0,134.0,178.0,11.2,28.7,8.43,10,13.6,51.3,kidneybeans,30.1
74.0,58.0,38.0,25.1,81.4,6.75,160.3,3.8,20.8,jute,92.7
35.0,45.0,25.0,26.8,54.6,6.93,65.2,7.9,55.2,mothbeans,88.9
26.0,14.0,29.0,19.7,77.2,6.78,151.6,11.0,50.5,pomegranate,71.1
75.0,81.0,78.0,28.7,100,7.49,231.0,13.2,47.9,papaya,43.5
135.0,122.0,5,9.6,18.0,8.49,10,10.9,65.8,pomegranate,25.9
114.0,145,205,10.1,19.1,8.47,283.4,6.6,68.2,chickpea,34.9
134.0,53.0,22.0,22.8,83.5,7.12,84.3,13.9,72.9,cotton,95.5
94.0,36.0,44.0,22.3,84.8,6.45,216.0,22.0,59.7,rice,91.2
79.0,59.0,21.0,22.4,67.3,6.2,99.2,2.1,77.8,maize,95.9
76.0,26.0,71.0,35.3,75.3,6.99,11.3,12.4,49.4,muskmelon,52.5
82.0,52.0,17.0,23.3,65.8,6.32,73.0,10.2,46.4,maize,96.9
33.0,66.0,81.0,18.9,19.4,7.45,71.1,8.0,58.4,chickpea,95.8
46.0,60.0,54.0,33.1,90.8,6.76,126.3,15.1,44.7,papaya,94.7
27.0,33.0,14.0,20.3,64.7,6.07,25.1,10.6,57.5,mothbeans,69.8
97.0,19.0,46.0,23.9,84.9,6.49,51.0,14.6,52.6,watermelon,95.8
12.0,13.0,175.0,8.3,97.7,4.47,263.5,10.3,42.7,mango,39.4
8.0,77.0,13.0,33.1,28.5,5.07,58.6,19.0,45.1,pigeonpeas,61.5
7.0,34.0,30.0,33.7,71.4,6.3,77.8,8.7,78.7,mothbeans,62.2
21.0,17.0,5,36.1,69.6,7.15,10,18.4,41.9,mango,52.4
19.0,71.0,22.0,25.9,68.4,6.83,62.3,8.4,52.9,lentil,90.3
82.0,44.0,41.0,23.4,84.4,6.12,241.6,21.1,37.6,rice,95.4
22.0,25.0,34.0,35.9,100,7.82,29.8,2,19.0,mungbean,49.7
31.0,58.0,7.0,34.6,66.0,7.63,96.7,14.6,20.8,mungbean,50.2
128.0,12.0,17.0,20.3,73.4,8.23,259.9,24.0,39.9,coffee,37.6
140,41.0,19.0,22.5,88.9,6.29,57.0,12.0,64.7,banana,54.5
88.0,53.0,41.0,22.9,83.6,6.48,257.5,11.9,79.3,rice,94.3
10.0,41.0,57.0,26.5,100,6.98,158.8,7.0,32.2,pomegranate,46.8
68.0,113.0,20.0,32.2,43.2,5.86,11.3,14.1,45.9,blackgram,41.8
113.0,142.0,181.0,10.2,99.4,8.6,300,8.3,48.1,banana,29.1
17.0,66.0,23.0,24.3,62.1,6.81,47.7,14.9,73.0,lentil,93.8
25.0,115.0,199.0,43.4,98.4,8.39,276.4,14.3,34.9,papaya,33.4
6.0,145,31.0,41.8,14,8.65,300,11.7,36.3,coconut,32.8
20.0,71.0,11.0,28.0,42.6,5.56,155.2,20.0,52.2,pigeonpeas,94.3
14.0,16.0,10.0,23.1,97.0,6.89,95.1,15.3,61.1,orange,94.9
12.0,54.0,20.0,27.3,56.8,6.73,55.6,15.4,42.1,mothbeans,95.1
49.0,142.0,19.0,39.8,14.5,3.84,250.2,13.4,35.5,cotton,29.3
27.0,18.0,11.0,23.5,95.0,6.64,110.3,14.0,37.4,orange,96.9
33.0,23.0,31.0,26.9,50.7,7.89,13.9,17.0,66.3,lentil,41.4
46.0,56.0,19.0,29.9,65.8,7.1,59.0,17.5,35.6,blackgram,94.3
104.0,48.0,17.0,23.1,81.8,6.82,75.3,16.8,43.9,cotton,94.4
81.0,53.0,20.0,40.2,100,7.61,20.2,10.4,71.4,papaya,41.6
35.0,45.0,95.0,18.3,76.3,5.17,58.3,17.4,79.0,apple,36.6
88.0,22.0,52.0,28.3,94.1,6.5,24.0,8.3,53.9,muskmelon,93.3
28.0,140.0,190.0,25.3,81.1,5.89,67.7,9.9,45.8,grapes,94.8
15.0,5,201.0,43.9,19.7,3.55,40.2,11.1,49.8,cotton,27.0
128.0,145,5,11.2,100,8.44,10,12.6,42.8,kidneybeans,22.2
21.0,137.0,182.0,21.6,91.5,5.99,109.9,15.2,39.2,apple,94.1
130.0,29.0,29.0,28.0,68.9,7.87,300,8.6,57.8,rice,63.9
16.0,18.0,9.0,21.6,91.4,7.1,104.2,12.0,61.6,orange,92.7
32.0,71.0,18.0,23.0,47.4,6.17,88.3,17.3,50.2,mothbeans,62.5
44.0,95.0,205,30.5,99.2,7.39,10,10.2,61.7,grapes,33.5
79.0,46.0,18.0,22.0,65.8,6.1,73.1,15.2,63.1,maize,94.5
22.0,71.0,26.0,19.3,20.2,5.85,91.7,7.3,60.1,kidneybeans,95.4
93.0,24.0,25.0,26.0,60.8,6.77,154.8,13.8,53.0,coffee,95.5
124.0,5,188.0,42.5,21.6,4.09,10,7.8,27.0,chickpea,26.6
44.0,16.0,57.0,23.2,81.7,4.94,239.5,21.1,35.1,coconut,43.3
108.0,49.0,19.0,28.7,69.7,6.89,88.2,6.9,45.1,rice,66.0
51.0,68.0,48.0,34.0,92.9,6.95,141.9,15.6,45.9,papaya,96.3
140,120.0,26.0,10.6,21.2,8.29,278.9,15.8,41.6,coffee,34.7
2.0,145,193.0,42.0,100,8.75,10,16.9,34.7,mungbean,22.3
23.0,21.0,9.0,22.7,93.3,7.19,128.1,10.0,51.7,orange,94.3
134.0,68.0,16.0,16.0,46.1,7.67,56.2,12.4,43.7,maize,72.8
40.0,5,5,27.3,100,5.88,67.8,17.5,50.6,orange,48.7
35.0,81.0,47.0,34.7,100,8.06,234.4,15.2,83.0,papaya,63.3
108.0,97.0,52.0,28.0,82.9,6.08,102.2,11.1,46.3,banana,91.8
18.0,56.0,19.0,28.9,53.3,6.74,51.7,26.3,40.9,mothbeans,96.8
39.0,67.0,21.0,28.1,68.6,6.97,58.3,20.0,48.0,blackgram,98
12.0,58.0,23.0,27.4,51.0,6.11,139.1,15.5,47.0,pigeonpeas,95.3
9.0,36.0,24.0,31.9,97.5,7.8,34.5,9.5,36.7,mungbean,72.6
107.0,17.0,39.0,24.3,83.7,6.6,46.7,16.4,62.4,watermelon,93.1
23.0,55.0,22.0,28.3,85.2,6.83,59.4,5.9,46.3,mungbean,93.8
120.0,54.0,24.0,24.7,80.1,6.99,69.3,19.3,19.5,cotton,94.1
17.0,35.0,20.0,29.8,84.4,6.64,42.8,13.6,56.0,mungbean,95.6
139.0,6.0,26.0,29.3,74.4,5.49,103.8,15.7,35.9,watermelon,39.5
71.0,49.0,57.0,23.0,14,7.96,69.6,7.8,28.1,chickpea,74.7
32.0,77.0,25.0,16.0,54.6,5.62,49.6,19.8,46.9,maize,71.6
19.0,74.0,17.0,28.5,49.2,5.94,162.4,9.6,41.6,pigeonpeas,95.0
17.0,56.0,20.0,29.2,88.4,6.72,61.0,3.3,29.2,mungbean,93.3
16.0,21.0,40.0,19.3,90.4,6.05,80.3,11.6,35.7,pomegranate,93.1
133.0,36.0,15.0,18.1,79.0,5.67,103.0,14.9,55.1,maize,84.5
18.0,57.0,76.0,39.5,75.6,6.07,221.8,15.0,39.3,papaya,47.6
79.0,145,205,43.3,100,3.87,23.2,9.8,50.0,pomegranate,24.9
92.0,100.0,5,10.2,100,4.13,300,14.1,36.9,muskmelon,35.6
88.0,89.0,47.0,26.7,81.8,6.27,108.8,16.5,70.3,banana,92.1
36.0,24.0,80.0,26.0,68.6,5.5,10,6.8,39.7,watermelon,45.2
110.0,15.0,37.0,27.0,91.1,6.61,26.3,18.7,66.2,muskmelon,95.3
6.0,5,205,41.5,14,8.73,51.6,14.9,54.9,pomegranate,25.2
27.0,73.0,31.0,21.9,68.4,7.26,42.5,12.5,47.8,mungbean,60.2
34.0,31.0,30.0,32.3,65.0,8.42,14.6,6.6,49.3,mungbean,50.7
76.0,51.0,15.0,22.8,68.3,6.57,68.2,9.9,50.9,maize,94.0
29.0,5,205,8,23.7,8.63,10,14.5,34.8,coconut,30.1
90.0,14.0,44.0,24.8,84.6,6.33,48.9,14.8,45.5,watermelon,93.9
25.0,145,111.0,29.1,100,7.12,63.4,11.9,40.1,apple,57.1
38.0,78.0,31.0,26.8,71.9,6.8,10,14.2,62.9,blackgram,78.2
0,5,205,10.2,88.5,8.15,10,8.6,44.1,lentil,22.6
109.0,117.0,25.0,44,96.5,4.07,295.2,2.9,57.4,coconut,43.1
64.0,101.0,11.0,38.4,75.5,5.46,38.5,10.6,39.1,papaya,36.8
11.0,95.0,22.0,21.2,36.8,7.98,10,17.6,27.8,mothbeans,47.3
96.0,19.0,55.0,25.1,85.4,6.27,44.6,7.1,50.2,watermelon,94.0
20.0,18.0,38.0,38.0,30.6,5.29,220.3,10.7,53.6,mango,61.3
21.0,49.0,23.0,28.6,52.0,7.04,47.1,16.3,53.6,mothbeans,94.1
90.0,52.0,41.0,25.3,82.4,6.34,238.0,19.4,51.8,rice,96.0
0,138.0,49.0,43.1,93.9,8.44,300,8.0,29.4,papaya,41.4
3.0,145,205,8.7,99.0,8.34,273.9,5.9,52.2,lentil,22.4
53.0,74.0,45.0,22.4,95.4,4.95,176.6,14.9,71.2,banana,52.6
28.0,28.0,22.0,14.7,77.6,5.12,37.8,15.3,60.6,pomegranate,38.1
103.0,17.0,52.0,25.3,86.8,6.66,40.7,12.5,45.2,watermelon,95.2
80.0,54.0,28.0,25.4,79.4,6.71,189.4,15.2,68.3,jute,92.9
40.0,29.0,11.0,19.9,47.3,5.8,136.2,13.8,47.1,maize,77.7
109.0,145.0,5,42.3,20.7,8.23,258.6,17.7,41.5,jute,32.8
140,10.0,204.0,11.4,20.7,3.78,15.1,5.0,56.7,orange,27.9
76.0,27.0,57.0,17.1,95.3,7.63,53.2,8.8,36.2,jute,44.7
69.0,54.0,116.0,22.6,32.6,8.19,32.1,10.7,52.7,chickpea,53.2
140,25.0,16.0,19.6,38.2,7.35,272.7,13.0,24.5,coffee,46.0
18.0,5,38.0,25.4,30.5,6.35,29.7,10.0,12.9,mango,54.8
0.0,70.0,12.0,33.3,65.6,5.97,44.5,13.9,79.3,pigeonpeas,54.2
14.0,19.0,47.0,21.4,90.3,5.87,118.5,15.2,77.3,pomegranate,97.7
39.0,51.0,56.0,11.3,29.8,8.35,18.0,15.3,61.5,chickpea,53.3
95.0,42.0,103.0,34.7,77.3,6.89,19.6,5.9,50.1,papaya,53.7
20.0,116.0,198.0,21.5,90.2,5.88,135.9,22.1,55.1,apple,97.3
29.0,5,195.0,11.6,14.5,3.61,300,6.6,18.4,mothbeans,28.8
123.0,65.0,69.0,29.5,100,5.91,58.4,14.6,58.0,jute,34.7
28.0,117.0,205,24.5,80.0,5.98,70.5,13.3,60.6,grapes,94.6
140,14.0,37.0,27.9,70.9,7.5,26.3,14.5,60.1,watermelon,64.8
28.0,124.0,192.0,22.6,78.5,6.24,62.1,11.9,36.9,grapes,96.8
16.0,67.0,18.0,24.8,66.1,6.93,41.6,11.1,59.8,lentil,97.0
22.0,73.0,17.0,19.5,24.4,5.87,136.8,15.2,51.6,kidneybeans,95.1
8.0,14.0,33.0,35.7,60.4,4.55,29.9,13.4,44.6,mango,55.3
82.0,15.0,192.0,40.2,14,8.44,267.2,14.9,13.2,kidneybeans,25.6
33.0,69.0,88.0,18.6,15.5,7.26,84.5,8.7,53.2,chickpea,94.2
40.0,96.0,23.0,25.4,29.5,6.13,83.2,12.9,33.1,chickpea,52.4
108.0,94.0,47.0,25.9,76.7,5.92,72.8,5.0,38.5,banana,93.6
121.0,8.0,21.0,10.0,100,8.47,55.9,14.7,48.0,pomegranate,34.4
21.0,51.0,20.0,29.1,55.5,6.95,56.9,2,53.4,mothbeans,92.3
4.0,15.0,20.0,14.6,75.5,6.63,174.9,12.1,54.7,orange,45.5
16.0,28.0,32.0,29.8,47.8,6.19,96.1,7.4,43.7,mango,98
13.0,22.0,24.0,11.2,99.4,3.62,282.5,8.3,30.5,apple,31.3
19.0,67.0,13.0,24.3,31.7,6.13,75.3,10.6,57.6,mothbeans,68.5
11.0,131.0,5,9.8,98.1,9.09,10,16.3,39.4,watermelon,20.2
21.0,139.0,194.0,25.5,81.9,6.39,59.1,13.9,72.6,grapes,94.6
48.0,46.0,23.0,16.2,100,7.47,149.6,11.9,33.8,cotton,57.5
66.0,24.0,21.0,23.1,66.4,6.36,74.2,2,64.6,maize,86.7
